Inek_ID,Irk,Yas,Agirlik_kg,Dogum_Sayisi,Laktasyon_Asamasi,Ureme_Durumu,Yem_Tipi,Yem_Miktari_kg_gun,Yemleme_Sikligi,Su_Tuketimi_L_gun,Walking_Distance(km/day),Grazing_Duration(hrs/day),Rumination_Time(hrs/day),Resting_Hours(hrs/day),Vucut_Sicakligi_C,Nabiz_bpm,Asi_Durumu,Gecmis_Hastaliklar,Saglik_Uyarilari,Ortam_Sicakligi_C,Nem_Yuzde,Mevsim,Barinak_Kosullari,Sut_Verimi_L_gun
COW_0863,Gir,6,550,3,Late,Inseminated,Dry Fodder,15.5,4,31,1.05,7.6,9.2,10.2,38.3,79,No,FMD,Normal,37.4,61,Monsoon,Moderate,16.1
COW_0864,Holstein,6,410,1,Late,Inseminated,Green Fodder,16.3,3,64,2.89,6.7,8.8,7.6,37.8,63,Yes,Mastitis,Normal,32.8,76,Summer,Clean,17.1
COW_0865,Sahiwal,6,473,5,Late,Open,Green Fodder,22.7,3,59,1.5,6.9,9.2,8.7,37.7,77,No,Digestive Disorder,Low Activity,16.4,81,Winter,Moderate,10.6
COW_0866,Holstein,6,434,2,Late,Pregnant,Concentrate,22.0,2,55,1.42,5.6,4.4,7.9,38.4,71,Yes,FMD,Low Activity,21.9,63,Monsoon,Clean,11.1
COW_0867,Sahiwal,4,577,1,Dry,Pregnant,Green Fodder,17.6,4,51,4.12,3.0,9.5,9.7,38.8,51,Yes,Mastitis,Normal,32.6,31,Winter,Moderate,13.3
COW_0868,Holstein,10,349,6,Dry,Pregnant,Green Fodder,14.6,3,55,4.77,6.6,5.2,9.2,38.3,51,Yes,None,Normal,18.8,38,Monsoon,Poor,15.4
COW_0869,Holstein,8,537,1,Mid,Pregnant,Dry Fodder,10.8,2,46,3.22,7.5,4.4,10.1,38.9,49,Yes,FMD,High Temp,39.9,62,Monsoon,Poor,13.3
COW_0870,Sahiwal,9,378,3,Mid,Open,Concentrate,13.2,3,52,3.33,6.4,5.5,11.4,37.6,47,Yes,FMD,High Temp,29.7,87,Winter,Moderate,11.9
COW_0871,Jersey,8,423,3,Mid,Open,Concentrate,11.9,4,45,4.27,3.7,8.6,8.6,38.3,79,Yes,Mastitis,High Temp,15.3,55,Summer,Moderate,6.7
COW_0872,Gir,7,597,6,Mid,Inseminated,Dry Fodder,21.0,4,34,2.96,3.6,5.5,10.0,37.9,68,No,Mastitis,High Temp,24.1,87,Winter,Poor,17.6
COW_0873,Holstein,3,441,2,Late,Open,Concentrate,18.2,4,38,4.18,5.4,7.6,8.4,38.0,43,No,Digestive Disorder,High Temp,15.8,38,Summer,Moderate,16.0
COW_0874,Holstein,4,340,4,Late,Open,Concentrate,15.2,2,53,3.9,3.8,4.6,7.1,38.1,80,Yes,None,High Temp,38.0,61,Summer,Poor,11.1
COW_0875,Jersey,2,319,6,Early,Pregnant,Dry Fodder,19.5,4,67,3.45,4.1,7.6,11.8,38.2,67,Yes,Digestive Disorder,High Temp,21.0,77,Summer,Clean,5.6
COW_0876,Sahiwal,2,418,5,Dry,Open,Concentrate,10.5,4,66,3.77,6.7,8.6,9.0,37.8,73,Yes,Mastitis,Low Activity,37.0,84,Summer,Moderate,7.2
COW_0877,Holstein,7,319,1,Mid,Inseminated,Dry Fodder,24.0,3,62,1.3,2.6,4.1,11.9,38.7,65,Yes,Digestive Disorder,High Temp,23.9,43,Summer,Clean,14.5
COW_0878,Sahiwal,2,484,6,Mid,Open,Concentrate,19.6,4,41,1.63,2.1,5.1,11.4,38.0,69,Yes,None,High Temp,39.1,53,Winter,Clean,18.7
COW_0879,Gir,3,550,5,Mid,Open,Dry Fodder,24.0,2,33,2.49,3.6,6.8,9.3,38.5,55,No,Mastitis,Normal,27.7,82,Winter,Moderate,17.2
COW_0880,Jersey,4,407,2,Dry,Pregnant,Dry Fodder,15.1,2,46,2.62,3.2,5.7,7.2,37.8,79,No,None,Normal,25.5,38,Summer,Clean,7.2
COW_0881,Sahiwal,9,482,6,Late,Pregnant,Dry Fodder,20.9,4,60,1.27,7.8,9.4,11.0,37.6,58,No,Digestive Disorder,Low Activity,20.8,56,Summer,Moderate,15.2
COW_0882,Holstein,9,571,4,Early,Inseminated,Concentrate,16.1,4,66,1.16,2.1,8.8,7.8,38.1,48,No,None,Normal,30.2,53,Summer,Poor,10.0
COW_0883,Sahiwal,4,369,3,Early,Open,Green Fodder,17.0,2,49,2.8,7.6,5.4,6.7,39.4,51,No,None,High Temp,36.6,81,Monsoon,Poor,6.9
COW_0884,Sahiwal,7,491,3,Mid,Open,Concentrate,24.9,4,46,4.68,3.3,6.8,7.9,39.5,72,Yes,FMD,High Temp,22.6,86,Monsoon,Poor,8.1
COW_0885,Jersey,7,336,1,Early,Pregnant,Concentrate,22.9,3,59,3.98,4.1,9.7,10.9,39.2,61,No,Digestive Disorder,Low Activity,20.4,63,Monsoon,Clean,11.1
COW_0886,Holstein,2,402,2,Early,Open,Concentrate,21.6,3,35,3.4,2.7,9.9,10.2,37.6,42,No,Mastitis,High Temp,37.0,44,Winter,Clean,9.4
COW_0887,Sahiwal,10,443,2,Dry,Open,Concentrate,20.9,4,39,1.26,5.3,5.5,6.7,38.6,44,No,FMD,Normal,29.7,48,Summer,Poor,9.3
COW_0888,Gir,8,362,1,Mid,Inseminated,Concentrate,23.6,3,67,1.46,2.2,9.6,6.4,39.1,67,No,FMD,Low Activity,17.5,34,Winter,Moderate,12.0
COW_0889,Holstein,2,421,5,Dry,Pregnant,Dry Fodder,15.5,3,67,4.43,5.8,4.3,7.9,38.0,72,Yes,None,Normal,38.8,67,Summer,Clean,9.9
COW_0890,Jersey,6,474,1,Dry,Inseminated,Green Fodder,21.1,3,53,2.1,2.7,7.2,7.5,37.7,72,Yes,None,High Temp,39.5,59,Monsoon,Moderate,5.1
COW_0891,Gir,7,343,5,Dry,Open,Dry Fodder,10.9,2,60,1.73,2.2,6.6,7.1,39.3,65,Yes,None,Normal,21.5,70,Monsoon,Clean,15.1
COW_0892,Sahiwal,5,318,1,Late,Open,Dry Fodder,12.2,4,33,4.0,4.7,8.3,8.3,39.3,69,Yes,Mastitis,High Temp,21.4,88,Monsoon,Clean,19.7
COW_0893,Jersey,2,381,2,Late,Inseminated,Concentrate,17.0,3,31,4.68,3.0,4.4,11.9,37.5,44,No,Digestive Disorder,High Temp,38.6,79,Summer,Poor,19.8
COW_0894,Jersey,8,412,3,Late,Inseminated,Concentrate,14.9,2,36,4.93,2.1,8.9,6.7,39.5,42,No,FMD,Normal,23.1,86,Winter,Clean,10.2
COW_0895,Gir,8,543,6,Early,Inseminated,Green Fodder,20.9,4,52,2.53,7.3,5.5,11.1,37.6,76,Yes,Mastitis,High Temp,31.1,48,Winter,Moderate,13.0
COW_0896,Holstein,2,386,2,Late,Inseminated,Dry Fodder,15.8,4,50,1.03,4.5,4.6,8.0,38.0,43,Yes,FMD,High Temp,32.7,88,Winter,Moderate,6.5
COW_0897,Holstein,10,598,2,Dry,Inseminated,Green Fodder,12.7,2,33,3.44,2.3,4.3,6.5,39.2,66,No,Digestive Disorder,Low Activity,38.9,62,Monsoon,Moderate,11.9
COW_0898,Holstein,5,467,2,Dry,Open,Dry Fodder,18.6,3,70,2.36,7.9,7.5,8.8,38.9,46,No,None,Low Activity,16.7,47,Monsoon,Clean,12.6
COW_0899,Holstein,3,511,2,Early,Inseminated,Green Fodder,24.3,3,54,3.32,4.6,6.9,7.1,39.1,64,Yes,FMD,Low Activity,15.9,37,Winter,Clean,17.3
COW_0900,Holstein,9,394,4,Dry,Pregnant,Concentrate,15.1,3,43,4.1,5.9,4.6,6.2,38.3,65,No,Mastitis,Low Activity,32.6,53,Summer,Clean,19.6
COW_0901,Gir,2,555,4,Early,Pregnant,Concentrate,24.6,3,68,3.55,3.3,8.4,11.8,39.4,69,No,None,Normal,27.6,49,Monsoon,Clean,10.1
COW_0902,Holstein,9,526,4,Early,Pregnant,Concentrate,22.3,3,66,3.35,4.9,8.1,8.8,39.3,64,No,Mastitis,Low Activity,30.6,68,Summer,Moderate,14.7
COW_0903,Holstein,2,476,4,Late,Inseminated,Concentrate,17.4,2,52,3.17,6.4,8.2,10.9,39.3,75,No,Digestive Disorder,Low Activity,36.5,40,Monsoon,Clean,10.8
COW_0904,Sahiwal,10,578,6,Late,Pregnant,Concentrate,17.4,4,31,2.49,7.7,5.5,8.1,39.5,59,No,FMD,Normal,19.0,82,Winter,Clean,6.9
COW_0905,Holstein,4,468,3,Dry,Open,Green Fodder,21.7,4,67,4.76,6.7,5.1,9.8,39.5,76,Yes,None,Low Activity,30.8,71,Summer,Moderate,10.8
COW_0906,Holstein,10,485,5,Mid,Open,Concentrate,11.3,3,52,3.32,4.4,6.1,10.6,38.3,75,No,Mastitis,Normal,19.1,81,Summer,Clean,14.0
COW_0907,Holstein,9,432,3,Late,Open,Dry Fodder,20.6,2,42,3.73,5.3,7.9,11.0,38.0,57,Yes,Mastitis,Normal,17.0,44,Monsoon,Clean,5.1
COW_0908,Sahiwal,7,498,4,Dry,Open,Dry Fodder,18.8,2,44,1.7,6.6,5.9,7.3,38.5,62,No,None,Low Activity,36.6,85,Summer,Moderate,18.0
COW_0909,Gir,9,365,3,Late,Open,Concentrate,18.2,3,69,3.28,5.3,4.9,6.6,39.2,74,Yes,Digestive Disorder,Low Activity,28.8,65,Winter,Moderate,7.6
COW_0910,Gir,3,348,5,Mid,Inseminated,Concentrate,15.0,4,54,3.6,3.8,7.9,8.1,39.0,65,No,Mastitis,Low Activity,33.5,72,Summer,Clean,9.0
COW_0911,Gir,3,343,2,Mid,Open,Concentrate,24.2,2,39,1.57,4.5,6.8,11.7,39.4,46,Yes,Digestive Disorder,Low Activity,21.6,59,Monsoon,Moderate,10.6
COW_0912,Sahiwal,8,520,4,Late,Inseminated,Dry Fodder,21.6,2,46,3.17,2.5,9.7,11.5,39.1,48,Yes,None,High Temp,30.8,36,Monsoon,Moderate,16.1
COW_0913,Jersey,10,315,6,Early,Open,Green Fodder,21.4,4,58,1.39,2.3,9.4,6.5,37.9,47,No,Digestive Disorder,Normal,34.6,55,Monsoon,Clean,8.7
COW_0914,Jersey,5,422,2,Mid,Pregnant,Dry Fodder,17.4,2,44,4.8,7.3,4.1,11.3,39.3,50,No,Mastitis,Normal,17.7,36,Monsoon,Moderate,11.9
COW_0915,Gir,6,541,5,Late,Inseminated,Concentrate,13.7,4,68,1.06,4.1,7.9,10.9,38.9,65,Yes,Digestive Disorder,Normal,28.9,68,Winter,Clean,11.9
COW_0916,Sahiwal,7,519,1,Early,Inseminated,Dry Fodder,22.7,4,56,1.09,3.3,7.3,9.7,39.1,78,Yes,FMD,High Temp,38.7,65,Monsoon,Poor,5.2
COW_0917,Jersey,6,456,6,Early,Open,Concentrate,18.3,3,31,4.28,7.8,6.2,11.5,38.3,53,No,None,Normal,19.4,59,Winter,Clean,8.5
COW_0918,Holstein,2,328,2,Early,Pregnant,Concentrate,23.3,3,62,3.44,2.2,7.0,7.7,37.6,73,No,Mastitis,Low Activity,20.6,70,Winter,Moderate,5.7
COW_0919,Jersey,9,419,3,Mid,Pregnant,Green Fodder,13.7,4,46,1.67,5.8,8.8,8.7,38.0,58,Yes,Mastitis,Low Activity,37.8,40,Summer,Moderate,12.9
COW_0920,Gir,7,533,3,Mid,Inseminated,Green Fodder,19.5,2,40,4.33,6.3,6.5,7.5,39.2,68,No,None,High Temp,27.5,62,Monsoon,Poor,6.0
COW_0921,Sahiwal,9,407,5,Dry,Pregnant,Concentrate,19.8,2,34,2.48,7.1,5.3,7.3,39.3,42,No,None,Low Activity,17.5,42,Winter,Clean,13.8
COW_0922,Gir,4,502,4,Dry,Inseminated,Dry Fodder,14.9,3,62,1.46,6.2,5.6,11.5,38.1,50,Yes,FMD,High Temp,24.3,36,Monsoon,Clean,14.6
COW_0923,Sahiwal,10,511,4,Dry,Pregnant,Green Fodder,16.3,2,51,3.02,6.0,8.3,8.0,39.1,66,Yes,Digestive Disorder,Normal,21.2,84,Summer,Moderate,6.0
COW_0924,Holstein,4,486,5,Early,Pregnant,Concentrate,20.9,4,60,2.49,2.9,9.0,6.4,38.6,40,Yes,None,High Temp,15.8,31,Summer,Poor,15.0
COW_0925,Sahiwal,4,474,6,Early,Pregnant,Concentrate,10.7,3,53,4.1,6.9,9.4,8.8,39.3,54,No,Digestive Disorder,Low Activity,36.1,43,Summer,Clean,12.5
COW_0926,Gir,10,451,6,Late,Pregnant,Green Fodder,11.4,4,65,2.9,5.9,4.7,9.5,39.0,59,Yes,FMD,Low Activity,37.3,48,Monsoon,Poor,12.0
COW_0927,Sahiwal,3,376,1,Dry,Pregnant,Dry Fodder,18.8,2,56,2.67,4.2,7.3,6.7,38.0,63,No,Mastitis,High Temp,16.6,76,Summer,Clean,11.3
COW_0928,Gir,5,318,3,Late,Inseminated,Green Fodder,16.0,2,51,2.69,6.3,8.8,11.1,38.9,75,No,None,Normal,26.3,59,Summer,Clean,11.4
COW_0929,Holstein,6,560,2,Early,Open,Green Fodder,11.9,2,46,4.96,3.9,9.4,10.1,38.2,74,No,FMD,Normal,28.7,69,Summer,Moderate,11.5
COW_0930,Sahiwal,4,578,5,Late,Open,Dry Fodder,16.6,4,40,1.9,6.7,6.0,9.8,39.4,78,No,FMD,Low Activity,39.3,53,Monsoon,Clean,17.1
COW_0931,Holstein,7,415,4,Dry,Pregnant,Dry Fodder,11.9,4,54,3.16,5.9,7.2,9.4,38.2,46,Yes,Digestive Disorder,Normal,34.7,52,Winter,Clean,13.7
COW_0932,Holstein,2,463,4,Mid,Pregnant,Green Fodder,15.3,4,70,1.93,5.3,7.6,8.1,37.9,63,No,None,Normal,26.7,83,Summer,Poor,13.0
COW_0933,Sahiwal,6,454,3,Mid,Open,Dry Fodder,15.7,3,32,2.66,2.9,6.3,7.6,37.6,70,Yes,Digestive Disorder,Low Activity,30.3,87,Winter,Moderate,5.1
COW_0934,Holstein,9,322,1,Early,Open,Dry Fodder,14.6,2,70,2.58,6.5,8.3,8.6,37.8,46,Yes,Mastitis,Normal,19.1,73,Summer,Poor,10.1
COW_0935,Sahiwal,6,348,5,Dry,Inseminated,Concentrate,23.6,2,40,4.23,6.7,8.2,9.4,37.8,52,Yes,None,Low Activity,34.9,42,Summer,Clean,12.4
COW_0936,Jersey,3,383,2,Dry,Pregnant,Dry Fodder,22.4,2,67,4.05,3.5,7.6,8.2,38.2,55,Yes,Digestive Disorder,Low Activity,32.2,81,Winter,Clean,9.5
COW_0937,Sahiwal,8,562,4,Dry,Pregnant,Green Fodder,10.9,4,31,3.74,2.7,8.8,9.6,39.1,79,No,FMD,Normal,24.4,86,Winter,Moderate,18.5
COW_0938,Holstein,8,375,6,Early,Open,Green Fodder,14.3,4,61,2.07,3.6,8.2,11.8,38.0,64,Yes,Digestive Disorder,Low Activity,34.6,62,Summer,Poor,16.2
COW_0939,Jersey,10,344,4,Late,Inseminated,Concentrate,17.4,2,51,2.63,6.5,9.5,11.8,37.6,69,Yes,None,High Temp,17.2,80,Summer,Moderate,12.4
COW_0940,Jersey,9,471,4,Mid,Pregnant,Dry Fodder,15.8,4,63,2.49,5.1,9.7,10.3,37.9,63,No,None,Normal,34.2,66,Monsoon,Poor,16.9
COW_0941,Gir,9,349,1,Mid,Open,Concentrate,24.4,2,60,4.86,4.0,9.0,10.3,38.7,60,No,FMD,Normal,36.7,65,Winter,Clean,12.3
COW_0942,Sahiwal,9,350,5,Dry,Pregnant,Concentrate,22.4,2,61,2.26,6.8,6.8,9.1,37.9,74,Yes,FMD,Normal,35.3,43,Monsoon,Poor,5.4
COW_0943,Sahiwal,7,345,6,Late,Open,Green Fodder,10.8,2,45,2.89,4.3,6.4,11.9,38.0,49,No,Mastitis,Normal,23.1,89,Winter,Clean,17.1
COW_0944,Sahiwal,9,395,4,Mid,Inseminated,Dry Fodder,19.7,2,69,1.25,7.8,7.9,9.1,37.9,42,Yes,None,Low Activity,18.3,39,Winter,Clean,17.8
COW_0945,Sahiwal,3,320,6,Mid,Pregnant,Concentrate,24.0,4,46,4.6,8.0,8.4,6.2,38.0,57,Yes,Mastitis,Low Activity,20.8,69,Monsoon,Clean,17.2
COW_0946,Sahiwal,4,567,1,Mid,Open,Dry Fodder,15.0,3,41,1.97,4.5,4.9,6.6,38.8,43,Yes,FMD,High Temp,16.5,79,Winter,Poor,7.6
COW_0947,Sahiwal,6,536,6,Mid,Inseminated,Green Fodder,22.4,2,31,3.4,2.1,5.2,7.3,38.5,48,No,None,Normal,34.3,78,Summer,Moderate,19.0
COW_0948,Holstein,3,532,4,Late,Pregnant,Concentrate,14.0,3,67,1.51,2.8,4.4,9.9,38.2,51,No,None,Normal,38.5,35,Summer,Poor,11.3
COW_0949,Sahiwal,4,595,3,Mid,Pregnant,Concentrate,11.9,4,56,1.3,5.8,5.3,7.7,38.6,42,No,Digestive Disorder,Normal,30.0,48,Monsoon,Clean,12.7
COW_0950,Gir,2,579,5,Mid,Pregnant,Green Fodder,21.0,4,55,1.57,6.5,6.8,6.3,37.7,53,Yes,FMD,Normal,28.1,63,Monsoon,Poor,19.6
COW_0951,Sahiwal,6,398,5,Early,Open,Green Fodder,24.5,2,35,1.64,3.6,7.7,9.7,37.8,68,Yes,Mastitis,High Temp,24.0,84,Monsoon,Moderate,12.0
COW_0952,Holstein,7,395,1,Dry,Inseminated,Dry Fodder,19.8,4,37,4.06,7.5,9.4,7.6,39.4,48,Yes,Mastitis,High Temp,38.2,43,Summer,Clean,7.4
COW_0953,Jersey,4,579,6,Mid,Open,Green Fodder,11.6,2,49,2.37,3.1,7.3,9.8,39.1,62,Yes,Mastitis,Normal,21.6,88,Winter,Clean,19.6
COW_0954,Holstein,10,434,2,Mid,Pregnant,Concentrate,15.8,3,49,3.36,3.1,6.9,10.1,37.7,74,Yes,None,Normal,15.9,59,Winter,Moderate,6.4
COW_0955,Jersey,10,438,5,Dry,Pregnant,Green Fodder,18.4,4,60,4.9,3.6,6.1,7.1,39.4,62,Yes,Mastitis,Normal,35.6,53,Winter,Clean,5.4
COW_0956,Jersey,9,435,5,Early,Open,Green Fodder,18.4,2,40,2.04,4.2,9.2,8.6,39.5,67,Yes,None,High Temp,37.0,49,Summer,Clean,10.5
COW_0957,Sahiwal,7,447,5,Late,Inseminated,Dry Fodder,24.9,2,46,4.7,3.1,7.1,7.7,39.1,74,No,FMD,Normal,37.7,71,Winter,Poor,6.1
COW_0958,Jersey,3,478,2,Mid,Inseminated,Concentrate,15.8,2,57,1.83,4.3,4.1,11.9,39.3,49,Yes,Mastitis,Normal,25.6,80,Summer,Moderate,8.3
COW_0959,Sahiwal,5,418,5,Mid,Open,Concentrate,19.3,2,54,3.8,6.8,9.0,9.3,39.4,75,Yes,FMD,High Temp,19.2,46,Winter,Poor,14.5
COW_0960,Sahiwal,9,347,4,Mid,Pregnant,Concentrate,12.7,2,70,1.38,6.6,4.5,7.0,38.9,79,No,None,Normal,25.9,77,Monsoon,Clean,13.2
COW_0961,Gir,3,502,2,Early,Inseminated,Concentrate,18.2,2,52,3.07,2.5,9.4,8.9,39.4,71,Yes,Digestive Disorder,Low Activity,35.1,62,Monsoon,Poor,11.1
COW_0962,Sahiwal,4,475,4,Late,Open,Green Fodder,16.5,3,50,3.48,3.6,6.3,10.9,38.6,56,Yes,None,High Temp,23.4,74,Winter,Moderate,16.5
COW_0963,Gir,9,401,1,Mid,Open,Dry Fodder,21.4,4,33,4.33,6.7,6.1,10.8,38.4,75,Yes,FMD,High Temp,29.8,75,Winter,Moderate,7.4
COW_0964,Holstein,8,457,1,Dry,Inseminated,Concentrate,14.6,3,62,4.4,6.0,9.8,6.3,39.3,56,Yes,Mastitis,High Temp,24.5,42,Winter,Poor,10.3
COW_0965,Holstein,2,362,6,Mid,Open,Dry Fodder,13.0,4,57,4.86,2.6,4.2,11.6,39.3,77,Yes,Digestive Disorder,Low Activity,31.9,61,Summer,Moderate,6.0
COW_0966,Holstein,9,315,3,Early,Open,Green Fodder,21.1,4,31,2.44,6.6,5.7,11.6,38.6,69,No,None,Low Activity,18.2,60,Monsoon,Poor,12.2
COW_0967,Holstein,7,598,3,Mid,Inseminated,Dry Fodder,11.3,3,50,1.25,6.8,6.3,10.1,38.1,75,No,None,High Temp,16.2,48,Monsoon,Clean,6.8
COW_0968,Holstein,2,350,5,Dry,Open,Dry Fodder,22.3,3,70,4.61,6.4,5.0,11.3,39.1,54,No,Mastitis,Normal,33.4,31,Winter,Poor,19.8
COW_0969,Gir,3,567,2,Late,Pregnant,Green Fodder,11.6,3,37,4.37,6.4,5.7,10.6,38.8,66,No,FMD,Low Activity,38.0,54,Summer,Moderate,15.2
COW_0970,Gir,9,594,6,Early,Inseminated,Dry Fodder,17.4,2,57,3.3,5.9,7.1,6.2,39.2,56,Yes,FMD,Low Activity,16.9,70,Monsoon,Poor,18.8
COW_0971,Gir,6,556,1,Dry,Inseminated,Concentrate,22.7,4,64,2.43,7.8,9.8,7.1,39.5,55,Yes,Mastitis,Low Activity,22.7,34,Summer,Poor,8.8
COW_0972,Holstein,9,505,1,Dry,Pregnant,Dry Fodder,14.1,3,32,3.21,4.5,4.6,11.2,38.9,66,Yes,Mastitis,Low Activity,15.5,44,Monsoon,Poor,17.3
COW_0973,Jersey,4,495,4,Mid,Inseminated,Dry Fodder,21.3,4,44,4.92,6.9,7.2,7.8,39.2,47,Yes,None,Low Activity,22.6,54,Summer,Clean,6.4
COW_0974,Sahiwal,2,450,3,Early,Inseminated,Dry Fodder,21.7,3,64,4.46,4.9,6.4,9.2,38.4,76,Yes,Mastitis,Normal,27.8,43,Monsoon,Moderate,6.2
COW_0975,Gir,4,529,3,Mid,Pregnant,Green Fodder,24.2,3,62,3.15,7.4,6.8,9.5,39.4,49,No,Digestive Disorder,Low Activity,36.6,74,Winter,Poor,10.1
COW_0976,Holstein,10,508,4,Mid,Open,Concentrate,17.2,4,67,1.25,3.1,8.5,8.1,39.4,79,No,Mastitis,High Temp,22.7,90,Summer,Clean,18.4
COW_0977,Gir,8,430,3,Mid,Inseminated,Dry Fodder,21.9,2,49,1.5,6.6,8.9,7.6,37.9,55,No,None,High Temp,32.9,35,Winter,Clean,14.0
COW_0978,Gir,6,574,4,Late,Inseminated,Concentrate,18.0,3,40,2.2,7.5,6.9,8.0,38.1,71,Yes,FMD,High Temp,26.4,58,Monsoon,Poor,16.4
COW_0979,Gir,2,440,5,Mid,Open,Green Fodder,18.5,2,44,1.1,7.1,9.6,9.2,39.3,59,No,Digestive Disorder,High Temp,15.8,71,Monsoon,Clean,15.0
COW_0980,Holstein,6,507,6,Dry,Pregnant,Green Fodder,10.7,2,44,4.69,7.9,4.1,9.7,39.0,67,Yes,Digestive Disorder,Low Activity,28.6,44,Winter,Poor,6.3
COW_0981,Jersey,10,322,5,Mid,Pregnant,Green Fodder,23.3,2,52,2.24,2.4,9.5,9.7,39.0,77,No,Mastitis,Normal,22.5,45,Monsoon,Moderate,8.8
COW_0982,Sahiwal,4,406,4,Late,Open,Dry Fodder,22.9,3,33,2.18,5.9,9.0,7.1,38.6,73,No,None,Normal,17.2,36,Winter,Moderate,17.3
COW_0983,Gir,10,506,6,Dry,Pregnant,Green Fodder,22.0,3,46,2.37,3.1,6.9,10.8,38.7,80,Yes,FMD,Low Activity,20.7,30,Monsoon,Poor,11.6
COW_0984,Gir,3,419,6,Dry,Pregnant,Dry Fodder,18.8,3,49,1.11,3.6,5.0,7.0,38.6,40,Yes,FMD,High Temp,20.3,85,Winter,Poor,8.6
COW_0985,Sahiwal,5,424,3,Late,Pregnant,Green Fodder,11.9,4,45,2.18,7.3,7.5,11.3,38.2,68,Yes,Digestive Disorder,Normal,26.5,39,Monsoon,Poor,8.9
COW_0986,Gir,6,362,5,Mid,Open,Green Fodder,12.6,2,64,2.39,4.9,8.1,11.8,37.9,45,No,Mastitis,High Temp,22.2,67,Summer,Clean,15.9
COW_0987,Jersey,10,558,2,Early,Pregnant,Concentrate,15.4,2,51,3.31,2.2,7.9,10.1,38.0,78,No,FMD,Normal,30.4,53,Summer,Poor,17.1
COW_0988,Sahiwal,9,549,3,Late,Inseminated,Green Fodder,16.9,3,61,4.15,3.0,8.9,9.7,37.6,78,Yes,FMD,High Temp,24.8,50,Summer,Clean,11.3
COW_0989,Jersey,5,560,3,Mid,Open,Concentrate,16.1,3,57,3.74,5.8,5.6,11.5,38.1,44,No,FMD,High Temp,26.5,51,Monsoon,Poor,9.3
COW_0990,Gir,5,421,2,Mid,Open,Concentrate,11.1,4,33,3.0,6.1,8.2,6.4,38.2,59,Yes,None,Normal,34.8,83,Summer,Clean,17.6
COW_0991,Jersey,5,507,6,Early,Open,Green Fodder,16.1,3,30,2.92,7.5,5.0,7.1,38.5,71,No,FMD,Normal,15.6,65,Summer,Moderate,7.3
COW_0992,Holstein,5,557,2,Mid,Pregnant,Concentrate,14.7,4,54,1.85,7.7,9.2,6.7,38.9,80,No,Mastitis,Low Activity,39.2,66,Winter,Poor,5.5
COW_0993,Jersey,4,338,5,Mid,Pregnant,Green Fodder,14.8,2,68,1.83,5.0,9.1,7.1,39.0,76,Yes,FMD,Low Activity,37.6,78,Winter,Clean,6.6
COW_0994,Sahiwal,6,442,4,Mid,Pregnant,Concentrate,11.4,3,52,4.64,5.7,7.4,8.9,39.5,60,Yes,FMD,High Temp,37.9,72,Monsoon,Poor,17.7
COW_0995,Sahiwal,6,567,5,Early,Pregnant,Dry Fodder,16.8,4,59,1.82,4.2,7.9,6.5,38.6,44,Yes,Digestive Disorder,Low Activity,31.5,87,Monsoon,Moderate,8.0
COW_0996,Holstein,5,340,3,Early,Open,Dry Fodder,23.9,4,70,1.52,3.5,5.9,6.2,38.9,58,Yes,FMD,High Temp,15.8,60,Winter,Clean,7.7
COW_0997,Gir,4,329,6,Early,Pregnant,Green Fodder,14.8,3,47,3.4,6.1,8.6,6.7,38.9,77,Yes,FMD,High Temp,30.9,47,Winter,Clean,5.3
COW_0998,Holstein,7,401,6,Dry,Pregnant,Green Fodder,17.4,3,41,2.37,3.7,4.9,7.8,37.9,77,Yes,Mastitis,Normal,38.5,31,Winter,Poor,15.5
COW_0999,Gir,2,362,1,Early,Inseminated,Concentrate,22.0,2,35,3.75,4.2,7.4,7.0,38.5,60,Yes,Digestive Disorder,Low Activity,35.4,66,Summer,Moderate,5.7
COW_1000,Jersey,9,371,1,Early,Pregnant,Dry Fodder,21.0,3,69,2.9,6.2,4.1,9.3,37.9,47,Yes,Mastitis,High Temp,16.8,82,Monsoon,Poor,8.7
